,Name,Position,Acceleration,SprintSpeed,Agility,Stamina,Aggression,Total
3517,19 Borja Herrera,SUB,74.0,72.0,77.0,75.0,59.0,357.0
3518,14 Puyol,SUB,63.0,64.0,54.0,54.0,87.0,322.0
3519,J. Lewis,SUB,76.0,77.0,73.0,79.0,65.0,370.0
3520,B. Vécsei,RES,62.0,59.0,69.0,70.0,63.0,323.0
3521,20 Iturraspe,SUB,42.0,46.0,40.0,66.0,70.0,264.0
3522,21 V. Ibišević,RES,38.0,57.0,60.0,50.0,78.0,283.0
3523,J. Menéndez,RM,88.0,89.0,87.0,76.0,65.0,405.0
3524,J. Bataille,LB,81.0,82.0,75.0,81.0,53.0,372.0
3525,21 Héldon,LM,86.0,85.0,83.0,74.0,46.0,374.0
3526,A. Carrasquilla,RES,75.0,72.0,83.0,77.0,62.0,369.0
3527,19 D. Tarasov,SUB,53.0,65.0,62.0,70.0,86.0,336.0
3528,N. Stefanelli,CAM,87.0,89.0,92.0,77.0,64.0,409.0
3529,16 Óscar,SUB,59.0,68.0,74.0,64.0,58.0,323.0
3530,T. Elyounoussi,LS,73.0,73.0,85.0,66.0,59.0,356.0
3531,Sergi Palencia,RB,77.0,76.0,74.0,77.0,82.0,386.0
3532,A. Farrell,RCB,74.0,75.0,74.0,83.0,75.0,381.0
3533,19 Fernando Torres,LS,70.0,70.0,70.0,54.0,62.0,326.0
3534,M. Kaye,LF,70.0,72.0,71.0,85.0,72.0,370.0
3535,20 M. Eramo,RCM,67.0,69.0,80.0,76.0,76.0,368.0
3536,G. Haraguchi,RCM,85.0,83.0,87.0,87.0,39.0,381.0
3537,Z. Ferhat,LM,82.0,81.0,74.0,88.0,38.0,363.0
3538,21 F. Bastians,SUB,57.0,50.0,61.0,73.0,70.0,311.0
3539,21 T. Zwane,RW,80.0,77.0,61.0,78.0,32.0,328.0
3540,D. Welbeck,LS,66.0,75.0,72.0,50.0,75.0,338.0
3541,19 S. Badji,RDM,68.0,66.0,64.0,83.0,78.0,359.0
3542,Sabin Merino,ST,66.0,76.0,65.0,63.0,60.0,330.0
3543,Rober Ibáñez,SUB,74.0,76.0,78.0,50.0,52.0,330.0
3544,F. Nürnberger,SUB,77.0,67.0,79.0,82.0,67.0,372.0
3545,F. Depaoli,SUB,75.0,74.0,69.0,67.0,64.0,349.0
3546,C. Lykogiannis,SUB,70.0,61.0,44.0,63.0,56.0,294.0
3547,Pedro Sá,SUB,58.0,63.0,70.0,91.0,79.0,361.0
3548,Lee Dong Kyung,SUB,71.0,80.0,69.0,72.0,67.0,359.0
3549,18 I. Moro,RCM,64.0,66.0,79.0,81.0,83.0,373.0
3550,J. Jacobs,RCM,67.0,66.0,73.0,71.0,59.0,336.0
3551,D. Biseswar,CAM,72.0,71.0,76.0,56.0,54.0,329.0
3552,H. Evjen,SUB,85.0,79.0,89.0,85.0,54.0,392.0
3553,Pedrinho,SUB,83.0,81.0,87.0,71.0,42.0,364.0
3554,Gonçalo Ramos,RES,83.0,79.0,79.0,87.0,71.0,399.0
3555,J. Gyau,LM,90.0,92.0,86.0,79.0,51.0,398.0
3556,14 Éverton,CAM,78.0,82.0,80.0,78.0,44.0,362.0
3557,P. Diop,SUB,76.0,74.0,81.0,77.0,75.0,383.0
3558,19 G. O'Neil,CAM,51.0,50.0,62.0,46.0,75.0,284.0
3559,L. Vera,RCM,82.0,78.0,84.0,77.0,58.0,379.0
3560,G. Chiellini,SUB,67.0,69.0,53.0,71.0,88.0,348.0
3561,M. Ljujić,RES,63.0,61.0,73.0,67.0,64.0,328.0
3562,M. Balotelli,ST,71.0,75.0,66.0,54.0,72.0,338.0
3563,C. Moritz,RES,48.0,54.0,70.0,85.0,52.0,309.0
3564,L. González,SUB,73.0,68.0,79.0,60.0,71.0,351.0
3565,E. Sánchez,RDM,69.0,66.0,66.0,72.0,63.0,336.0
3566,K. Adeyemi,SUB,93.0,92.0,88.0,69.0,46.0,388.0
3567,D. Maeda,LM,91.0,87.0,89.0,78.0,65.0,410.0
3568,C. Pickel,RDM,65.0,67.0,67.0,87.0,72.0,358.0
3569,J. Lotomba,SUB,79.0,78.0,75.0,74.0,54.0,360.0
3570,S. Mounié,ST,61.0,66.0,58.0,70.0,77.0,332.0
3571,O. Alderete,LCB,63.0,68.0,57.0,74.0,82.0,344.0
3572,G. Pandev,SUB,60.0,49.0,61.0,32.0,52.0,254.0
3573,Enaldo Praz,LB,69.0,70.0,67.0,79.0,79.0,364.0
3574,C. Winchester,RB,74.0,72.0,78.0,90.0,64.0,378.0
3575,M. Fossati,SUB,66.0,68.0,78.0,76.0,68.0,356.0
3576,Rony Lopes,SUB,82.0,73.0,83.0,68.0,39.0,345.0
3577,C. Maguire,SUB,70.0,73.0,81.0,50.0,82.0,356.0
3578,M. Siopis,SUB,71.0,77.0,70.0,91.0,80.0,389.0
3579,S. Pittman,SUB,72.0,73.0,70.0,91.0,60.0,366.0
3580,20 I. Obradović,RES,65.0,65.0,67.0,58.0,68.0,323.0
3581,21 N. Nkoulou,CB,69.0,69.0,65.0,61.0,77.0,341.0
3582,15 R. Drenthe,SUB,87.0,83.0,82.0,47.0,58.0,357.0
3583,E. Sabo,SUB,75.0,79.0,58.0,79.0,77.0,368.0
3584,19 O. Mares,SUB,68.0,69.0,71.0,67.0,61.0,336.0
3585,Z. Gavrić,RES,72.0,80.0,58.0,66.0,57.0,333.0
3586,C. Lewis,LDM,75.0,67.0,77.0,70.0,64.0,353.0
3587,Y. Eteki,SUB,66.0,60.0,72.0,73.0,75.0,346.0
3588,A. Touba,LCB,78.0,85.0,63.0,76.0,68.0,370.0
3589,P. Gueye,SUB,72.0,73.0,61.0,81.0,79.0,366.0
3590,16 Jussiê,SUB,72.0,71.0,79.0,58.0,62.0,342.0
3591,P. Ochs,SUB,80.0,66.0,76.0,67.0,57.0,346.0
3592,L. Thy,ST,69.0,76.0,69.0,82.0,73.0,369.0
3593,G. Evans,SUB,59.0,65.0,66.0,71.0,67.0,328.0
3594,K. N'Dri,LM,90.0,87.0,88.0,74.0,67.0,406.0
3595,B. Godfrey,SUB,74.0,90.0,70.0,80.0,81.0,395.0
3596,D. Jones,LB,80.0,86.0,85.0,74.0,60.0,385.0
3597,E. Sviatchenko,CB,50.0,67.0,68.0,74.0,76.0,335.0
3598,Kike García,ST,61.0,61.0,62.0,66.0,71.0,321.0
3599,21 E. Elia,LW,87.0,86.0,88.0,68.0,66.0,395.0
3600,21 M. Valdifiori,SUB,50.0,45.0,60.0,47.0,70.0,272.0
3601,J. Veltman,RWB,64.0,64.0,66.0,75.0,82.0,351.0
3602,20 V. Kompany,RCB,48.0,51.0,50.0,63.0,80.0,292.0
3603,Lee Yong,RB,77.0,70.0,80.0,67.0,77.0,371.0
3604,Felipe,SUB,56.0,45.0,67.0,72.0,72.0,312.0
3605,J. McGrath,RCM,80.0,73.0,86.0,85.0,39.0,363.0
3606,S. Adamyan,SUB,80.0,79.0,79.0,75.0,66.0,379.0
3607,C. Kramer,RDM,52.0,38.0,64.0,87.0,75.0,316.0
3608,F. Ojo,RM,69.0,66.0,80.0,75.0,60.0,350.0
3609,L. Orbán,SUB,58.0,73.0,66.0,74.0,86.0,357.0
3610,20 G. Sertic,RES,55.0,52.0,59.0,65.0,72.0,303.0
3611,Salvador Agra,LW,87.0,88.0,87.0,72.0,72.0,406.0
3612,Leandro Vivenço,SUB,73.0,76.0,73.0,78.0,57.0,357.0
3613,S. Horvath,LW,87.0,85.0,92.0,73.0,37.0,374.0
3614,S. Vittor,LCB,38.0,50.0,46.0,75.0,74.0,283.0
3615,H. Stengel,RCM,69.0,53.0,72.0,82.0,72.0,348.0
3616,J. Nieto,SUB,70.0,68.0,80.0,79.0,44.0,341.0
3617,T. Mings,LCB,62.0,81.0,55.0,72.0,86.0,356.0
3618,P. Daka,SUB,92.0,94.0,89.0,82.0,63.0,420.0
3619,N. Viergever,LCB,61.0,66.0,64.0,77.0,75.0,343.0
3620,Ilie Sánchez,RCB,51.0,50.0,72.0,84.0,72.0,329.0
3621,S. Colombatto,LDM,70.0,60.0,70.0,74.0,70.0,344.0
3622,Silvosinho,RB,72.0,60.0,64.0,77.0,72.0,345.0
3623,T. Halilović,CAM,75.0,68.0,71.0,78.0,72.0,364.0
3624,21 C. Santos,ST,64.0,66.0,79.0,73.0,58.0,340.0
3625,19 J. Van Damme,LCB,54.0,65.0,49.0,78.0,93.0,339.0
3626,21 Y. Boli,SUB,78.0,77.0,71.0,77.0,66.0,369.0
3627,A. Lookman,SUB,87.0,83.0,90.0,75.0,62.0,397.0
3628,S. Holmén,SUB,62.0,60.0,67.0,49.0,69.0,307.0
3629,P. Wszołek,SUB,80.0,76.0,76.0,81.0,60.0,373.0
3630,F. Pérez,SUB,68.0,70.0,78.0,75.0,72.0,363.0
3631,20 L. Cattermole,SUB,50.0,53.0,64.0,67.0,90.0,324.0
3632,21 Y. Endo,SUB,30.0,30.0,61.0,52.0,58.0,231.0
3633,Zhang Xizhe,SUB,73.0,73.0,76.0,69.0,59.0,350.0
3634,José Mirazar,LW,73.0,72.0,76.0,82.0,34.0,337.0
3635,B. García,SUB,63.0,62.0,66.0,66.0,71.0,328.0
3636,J. Leborgne,RCM,69.0,71.0,70.0,71.0,58.0,339.0
3637,C. Camps,RCM,71.0,72.0,71.0,83.0,53.0,350.0
3638,21 M. Boland,LCM,71.0,70.0,73.0,78.0,62.0,354.0
3639,Cao Yunding,LM,83.0,85.0,83.0,72.0,64.0,387.0
3640,Y. Mutō,RM,79.0,77.0,76.0,62.0,50.0,344.0
3641,M. Martínez,SUB,58.0,67.0,57.0,75.0,80.0,337.0
3642,21 I. Traoré,SUB,72.0,65.0,78.0,55.0,51.0,321.0
3643,G. Zarfino,RDM,55.0,51.0,53.0,90.0,80.0,329.0
3644,E. Adams,SUB,72.0,69.0,75.0,90.0,83.0,389.0
3645,M. Pereira,LB,58.0,57.0,62.0,60.0,75.0,312.0
3646,W. Gargano,LCM,72.0,62.0,75.0,72.0,80.0,361.0
3647,M. Eikrem,CAM,63.0,62.0,83.0,55.0,44.0,307.0
3648,N. López,SUB,78.0,78.0,82.0,70.0,42.0,350.0
3649,D. Lukébakio,SUB,82.0,85.0,76.0,71.0,28.0,342.0
3650,G. Weissbeck,CAM,62.0,66.0,73.0,73.0,52.0,326.0
3651,I. Belfodil,ST,64.0,65.0,66.0,63.0,81.0,339.0
3652,Auro,RB,72.0,71.0,83.0,78.0,64.0,368.0
3653,21 L. Selahi,SUB,71.0,68.0,69.0,80.0,82.0,370.0
3654,Guilherme Parede,SUB,70.0,74.0,74.0,69.0,67.0,354.0
3655,18 E. Makeev,SUB,76.0,77.0,68.0,65.0,74.0,360.0
3656,M. Catalán,SUB,87.0,94.0,59.0,70.0,61.0,371.0
3657,C. Bravo,LB,75.0,72.0,72.0,75.0,73.0,367.0
3658,V. Hedenstad,RB,77.0,74.0,77.0,88.0,67.0,383.0
3659,21 Dani Castellano,LB,71.0,72.0,71.0,70.0,67.0,351.0
3660,Osmar,LCB,35.0,41.0,33.0,89.0,70.0,268.0
3661,B. Gilmour,CDM,71.0,64.0,76.0,65.0,68.0,344.0
3662,21 A. Sabiri,SUB,71.0,60.0,77.0,72.0,53.0,333.0
3663,C. Edwards,SUB,58.0,51.0,76.0,81.0,73.0,339.0
3664,18 E. Zverotić,RB,66.0,74.0,72.0,90.0,71.0,373.0
3665,J. Brunetta,LW,68.0,70.0,76.0,66.0,60.0,340.0
3666,E. Owusu,SUB,67.0,68.0,68.0,77.0,73.0,353.0
3667,D. Upamecano,RCB,70.0,90.0,60.0,65.0,83.0,368.0
3668,M. Vlap,CAM,65.0,54.0,68.0,63.0,43.0,293.0
3669,J. Márquez,LCM,75.0,77.0,74.0,81.0,67.0,374.0
3670,Lee Chung Yong,CAM,72.0,69.0,83.0,67.0,55.0,346.0
3671,T. Antonis,SUB,69.0,63.0,73.0,64.0,56.0,325.0
3672,H. Shala,CM,72.0,73.0,80.0,74.0,75.0,374.0
3673,M. Sobottka,RDM,66.0,75.0,65.0,77.0,72.0,355.0
3674,21 Y. Gazinskiy,SUB,63.0,68.0,59.0,80.0,76.0,346.0
3675,21 M. Stoch,SUB,82.0,77.0,84.0,62.0,59.0,364.0
3676,18 P. Ferrari,RB,76.0,74.0,70.0,67.0,69.0,356.0
3677,M. Fedele,SUB,64.0,65.0,68.0,84.0,65.0,346.0
3678,Paulinho,RB,83.0,85.0,75.0,80.0,67.0,390.0
3679,21 P. Zulu,LB,74.0,73.0,69.0,61.0,48.0,325.0
3680,E. Bashkirov,RCM,77.0,67.0,68.0,96.0,71.0,379.0
3681,D. Sorgić,ST,53.0,60.0,77.0,78.0,68.0,336.0
3682,19 J. Mbakogu,SUB,93.0,87.0,82.0,76.0,61.0,399.0
3683,Trezeguet,SUB,78.0,77.0,78.0,81.0,45.0,359.0
3684,A. King,SUB,59.0,51.0,66.0,58.0,62.0,296.0
3685,A. Lennon,SUB,80.0,77.0,81.0,62.0,55.0,355.0
3686,G. Gudiño,RM,77.0,79.0,75.0,80.0,65.0,376.0
3687,A. Santamaría,RCB,53.0,68.0,60.0,72.0,71.0,324.0
3688,Nacho Vidal,RB,74.0,79.0,70.0,68.0,59.0,350.0
3689,A. Kadri,RES,74.0,69.0,77.0,66.0,69.0,355.0
3690,P. Diamanka,SUB,71.0,71.0,67.0,77.0,76.0,362.0
3691,S. Morsy,SUB,65.0,67.0,78.0,76.0,82.0,368.0
3692,Sílvio,SUB,67.0,66.0,67.0,65.0,71.0,336.0
3693,S. Tecl,SUB,75.0,85.0,70.0,76.0,75.0,381.0
3694,D. Origi,SUB,73.0,84.0,71.0,70.0,69.0,367.0
3695,21 H. Hansson,RCM,72.0,72.0,74.0,88.0,82.0,388.0
3696,20 Abraham,LB,68.0,70.0,71.0,71.0,79.0,359.0
3697,R. Curtis,LM,81.0,84.0,82.0,89.0,84.0,420.0
3698,J. Scowen,LCM,61.0,57.0,75.0,81.0,76.0,350.0
3699,A. Čermák,LCM,69.0,69.0,70.0,67.0,57.0,332.0
3700,A. Vindheim,SUB,79.0,86.0,71.0,84.0,69.0,389.0
3701,21 D. Abraham,RCB,69.0,78.0,59.0,68.0,79.0,353.0
3702,C. Grant,LWB,72.0,59.0,77.0,80.0,65.0,353.0
3703,M. Lainez,SUB,85.0,85.0,82.0,75.0,67.0,394.0
3704,21 Luisinho,SUB,68.0,67.0,64.0,52.0,81.0,332.0
3705,20 B. Corgnet,SUB,49.0,50.0,62.0,50.0,52.0,263.0
3706,H. Toffolo,LWB,75.0,76.0,72.0,85.0,58.0,366.0
3707,K. Sowah,RW,78.0,83.0,75.0,88.0,40.0,364.0
3708,21 J. Roa,SUB,79.0,75.0,71.0,91.0,76.0,392.0
3709,D. Ball,RAM,72.0,74.0,72.0,87.0,67.0,372.0
3710,21 E. Shamir,SUB,67.0,64.0,63.0,74.0,67.0,335.0
3711,20 A. Cissokho,RES,72.0,70.0,60.0,68.0,74.0,344.0
3712,M. Schmelzer,RES,55.0,55.0,64.0,55.0,80.0,309.0
3713,21 S. Mendoza,RM,87.0,90.0,83.0,74.0,61.0,395.0
3714,Nicolás Formido,RCM,71.0,65.0,75.0,68.0,54.0,333.0
3715,P. Tau,SUB,83.0,74.0,87.0,66.0,40.0,350.0
3716,19 João Teixeira,SUB,76.0,75.0,73.0,51.0,68.0,343.0
3717,L. Jara,SUB,67.0,73.0,67.0,80.0,68.0,355.0
3718,Pedro Moreira,LDM,61.0,38.0,61.0,76.0,74.0,310.0
3719,Óscar Gil,SUB,81.0,78.0,76.0,83.0,76.0,394.0
3720,20 D. N'Doye,RS,67.0,70.0,71.0,70.0,75.0,353.0
3721,P. Pawlett,LW,83.0,81.0,80.0,74.0,57.0,375.0
3722,M. Viviani,SUB,71.0,72.0,68.0,61.0,63.0,335.0
3723,I. Vukotić,SUB,59.0,65.0,55.0,73.0,70.0,322.0
3724,21 M. Alustiza,SUB,69.0,66.0,71.0,59.0,60.0,325.0
3725,G. Lódico,LCM,77.0,75.0,81.0,70.0,59.0,362.0
3726,E. Wekesser,LB,75.0,74.0,66.0,81.0,72.0,368.0
3727,Arthur Cabral,ST,72.0,72.0,72.0,74.0,61.0,351.0
3728,M. Batshuayi,ST,74.0,73.0,75.0,65.0,63.0,350.0
3729,D. Barlaser,CM,56.0,51.0,63.0,77.0,60.0,307.0
3730,L. Abecasis,RB,76.0,77.0,77.0,72.0,79.0,381.0
3731,T. Kehrer,SUB,68.0,68.0,68.0,74.0,76.0,354.0
3732,M. Ellingsen,RDM,55.0,65.0,70.0,74.0,61.0,325.0
3733,Cris Laranjeiros,LCB,64.0,74.0,67.0,76.0,79.0,360.0
3734,L. Rémy,SUB,68.0,64.0,67.0,54.0,57.0,310.0
3735,M. Bešić,SUB,53.0,51.0,72.0,53.0,81.0,310.0
3736,D. Duarte,LM,74.0,76.0,74.0,71.0,63.0,358.0
3737,F. Sacko,RB,91.0,92.0,79.0,92.0,65.0,419.0
3738,L. Pellegrini,SUB,84.0,83.0,71.0,68.0,75.0,381.0
3739,M. Ojeda,RM,82.0,80.0,81.0,74.0,47.0,364.0
3740,J. Andersson,RWB,82.0,82.0,84.0,82.0,72.0,402.0
3741,T. Naylor,RDM,69.0,67.0,66.0,90.0,78.0,370.0
3742,21 J. Alonso,LCB,68.0,74.0,68.0,77.0,79.0,366.0
3743,20 Naldo,SUB,49.0,50.0,45.0,48.0,74.0,266.0
3744,R. Nagaki,SUB,55.0,53.0,74.0,71.0,67.0,320.0
3745,J. Teze,SUB,80.0,83.0,70.0,79.0,68.0,380.0
3746,Y. Suzuki,RS,71.0,70.0,68.0,82.0,71.0,362.0
3747,M. Schröter,RCM,91.0,84.0,68.0,80.0,70.0,393.0
3748,N. Jørgensen,SUB,67.0,64.0,64.0,70.0,65.0,330.0
3749,M. Frendrup,RCM,80.0,76.0,72.0,81.0,80.0,389.0
3750,Pedro Neto,SUB,86.0,87.0,86.0,72.0,53.0,384.0
3751,K. Hafez,SUB,77.0,80.0,66.0,75.0,73.0,371.0
3752,16 A. Arshavin,SUB,70.0,74.0,80.0,54.0,47.0,325.0
3753,G. Teigl,RB,82.0,87.0,73.0,75.0,67.0,384.0
3754,S. Driussi,ST,84.0,79.0,83.0,80.0,49.0,375.0
3755,S. Lončar,LDM,59.0,62.0,53.0,78.0,72.0,324.0
3756,K. Çörekçi,RB,80.0,82.0,78.0,74.0,68.0,382.0
3757,D. Dressel,LCM,69.0,71.0,71.0,81.0,68.0,360.0
3758,Miguel Luís,SUB,64.0,64.0,67.0,55.0,61.0,311.0
3759,19 A. Morleo,SUB,71.0,59.0,70.0,64.0,70.0,334.0
3760,A. Maier,SUB,65.0,71.0,68.0,76.0,55.0,335.0
3761,K. Anzai,SUB,90.0,88.0,76.0,88.0,56.0,398.0
3762,J. Barrera,SUB,70.0,76.0,84.0,70.0,40.0,340.0
3763,20 Bóveda,RM,71.0,75.0,69.0,77.0,79.0,371.0
3764,21 V. Torosidis,LB,62.0,65.0,64.0,53.0,74.0,318.0
3765,Adilson Edrada,CAM,74.0,80.0,79.0,52.0,43.0,328.0
3766,C. Lobos,SUB,71.0,72.0,70.0,72.0,55.0,340.0
3767,Vinícius,SUB,66.0,75.0,67.0,76.0,84.0,368.0
3768,D. Frieser,RW,77.0,74.0,72.0,80.0,55.0,358.0
3769,F. Farías,ST,89.0,77.0,88.0,61.0,65.0,380.0
3770,P. Mazzocchi,RB,75.0,76.0,68.0,71.0,64.0,354.0
3771,21 Y. Otsu,SUB,67.0,71.0,72.0,78.0,62.0,350.0
3772,S. Lovrič,RCM,57.0,50.0,63.0,76.0,63.0,309.0
3773,M. Zimmermann,SUB,73.0,65.0,74.0,73.0,76.0,361.0
3774,21 F. Martin,SUB,64.0,62.0,67.0,44.0,57.0,294.0
3775,Ju Se Jong,SUB,59.0,69.0,80.0,83.0,67.0,358.0
3776,C. Rizzuto,RM,81.0,75.0,82.0,75.0,78.0,391.0
3777,T. Mohr,LM,78.0,80.0,75.0,75.0,52.0,360.0
3778,N. Wells,LS,75.0,73.0,78.0,69.0,68.0,363.0
3779,P. Klement,SUB,65.0,51.0,79.0,66.0,53.0,314.0
3780,20 S. Doumbia,RS,89.0,85.0,70.0,44.0,60.0,348.0
3781,J. Guidetti,RS,54.0,57.0,62.0,50.0,74.0,297.0
3782,A. Muyl,SUB,80.0,76.0,75.0,91.0,85.0,407.0
3783,A. Sanabria,RF,72.0,74.0,82.0,65.0,32.0,325.0
3784,D. Zabala,RM,75.0,69.0,72.0,70.0,25.0,311.0
3785,R. Kouamé,RCM,66.0,68.0,74.0,81.0,70.0,359.0
3786,M. Odubajo,RWB,78.0,81.0,77.0,63.0,69.0,368.0
3787,R. Mirzov,SUB,80.0,82.0,75.0,65.0,63.0,365.0
3788,E. Zaldívar,SUB,70.0,68.0,70.0,78.0,56.0,342.0
3789,J. Edwards,RWB,72.0,72.0,80.0,80.0,66.0,370.0
3790,20 B. Dja Djédjé,CDM,73.0,68.0,73.0,68.0,79.0,361.0
3791,21 T. Gutiérrez,RES,57.0,52.0,71.0,49.0,80.0,309.0
3792,M. Tolić,SUB,63.0,59.0,64.0,65.0,43.0,294.0
3793,R. Henry,LWB,92.0,91.0,89.0,80.0,76.0,428.0
3794,U. Rivas,RES,64.0,63.0,63.0,88.0,65.0,343.0
3795,P. Onuachu,ST,64.0,76.0,46.0,75.0,77.0,338.0
3796,M. Boyle,RM,93.0,91.0,83.0,84.0,56.0,407.0
3797,C. Romero,SUB,80.0,73.0,72.0,83.0,89.0,397.0
3798,C. Dájome,RW,84.0,83.0,80.0,83.0,55.0,385.0
3799,P. Pomykal,SUB,76.0,71.0,81.0,80.0,58.0,366.0
3800,21 F. Hasani,RES,71.0,69.0,77.0,68.0,79.0,364.0
3801,G. Peruzzi,RCB,71.0,76.0,73.0,78.0,71.0,369.0
3802,V. Eysseric,LM,62.0,66.0,74.0,52.0,58.0,312.0
3803,Y. Konishi,SUB,83.0,69.0,84.0,87.0,64.0,387.0
3804,Y. Maçon,SUB,86.0,86.0,74.0,76.0,70.0,392.0
3805,A. Gunnarsson,CDM,50.0,50.0,62.0,62.0,82.0,306.0
3806,21 R. Ramírez,RS,77.0,80.0,74.0,70.0,63.0,364.0
3807,Q. Boisgard,SUB,63.0,58.0,63.0,72.0,62.0,318.0
3808,F. Fragapane,LAM,89.0,87.0,91.0,76.0,27.0,370.0
3809,21 Borja Valle,SUB,72.0,70.0,75.0,70.0,42.0,329.0
3810,20 M. Busellato,RES,77.0,70.0,86.0,89.0,79.0,401.0
3811,N. Toko,SUB,84.0,70.0,81.0,80.0,80.0,395.0
3812,Y. Court,RM,70.0,65.0,74.0,68.0,67.0,344.0
3813,C. Cueva,LCM,80.0,68.0,85.0,54.0,50.0,337.0
3814,J. Wind,ST,68.0,73.0,63.0,77.0,64.0,345.0
3815,P. Olkowski,RES,73.0,74.0,74.0,76.0,69.0,366.0
3816,J. Escobar,RB,81.0,74.0,64.0,77.0,78.0,374.0
3817,21 G. Dorrans,LCM,53.0,57.0,69.0,66.0,64.0,309.0
3818,20 L. Greco,SUB,52.0,54.0,75.0,74.0,74.0,329.0
3819,C. Söyüncü,RCB,69.0,81.0,64.0,70.0,89.0,373.0
3820,A. Pellegrino,LW,83.0,83.0,81.0,75.0,47.0,369.0
3821,Nélson Oliveira,SUB,64.0,74.0,66.0,69.0,75.0,348.0
3822,F. Holland,LB,75.0,55.0,77.0,80.0,71.0,358.0
3823,A. McEneff,SUB,72.0,68.0,74.0,84.0,57.0,355.0
3824,T. Puchacz,RES,84.0,87.0,83.0,78.0,79.0,411.0
3825,20 D. Brivio,SUB,68.0,68.0,62.0,67.0,74.0,339.0
3826,A. Robinson,LB,86.0,88.0,77.0,76.0,73.0,400.0
3827,J. Buckley,RCM,79.0,74.0,74.0,79.0,70.0,376.0
3828,A. Coeff,RB,48.0,63.0,75.0,90.0,66.0,342.0
3829,D. Zeefuik,RM,78.0,87.0,74.0,80.0,85.0,404.0
3830,19 M. Gajić,SUB,66.0,69.0,63.0,69.0,83.0,350.0
3831,R. Pierre-Gabriel,RB,73.0,78.0,69.0,73.0,65.0,358.0
3832,Gervinho,SUB,91.0,91.0,85.0,73.0,49.0,389.0
3833,Marcos Antonio,SUB,85.0,83.0,90.0,71.0,30.0,359.0
3834,M. Bard,LB,74.0,82.0,76.0,71.0,72.0,375.0
3835,D. McCarty,RCM,55.0,35.0,65.0,85.0,75.0,315.0
3836,J. Angulo,CAM,81.0,78.0,76.0,69.0,64.0,368.0
3837,K. Haugen,LB,73.0,78.0,70.0,82.0,60.0,363.0
3838,Edgar Ié,RCB,78.0,79.0,72.0,77.0,73.0,379.0
3839,21 Víctor Rodríguez,SUB,74.0,69.0,74.0,61.0,52.0,330.0
3840,A. Halliday,LWB,65.0,71.0,75.0,83.0,77.0,371.0
3841,L. Paqarada,LB,77.0,81.0,75.0,74.0,64.0,371.0
3842,K. Koné,SUB,73.0,70.0,66.0,73.0,71.0,353.0
3843,Juliano Mascarinhas,RCM,65.0,61.0,65.0,79.0,71.0,341.0
3844,21 T. Bifouma,SUB,93.0,93.0,92.0,67.0,64.0,409.0
3845,M. Mahi,SUB,76.0,75.0,76.0,68.0,63.0,358.0
3846,Manquillo,RWB,74.0,66.0,71.0,75.0,68.0,354.0
3847,Daniel Carriço,LCB,36.0,41.0,57.0,56.0,86.0,276.0
3848,21 L. Schmitz,SUB,64.0,67.0,61.0,78.0,73.0,343.0
3849,C. Vega,LCM,67.0,69.0,53.0,83.0,70.0,342.0
3850,Rafael Leão,SUB,86.0,90.0,74.0,68.0,60.0,378.0
3851,C. Christie,RES,77.0,87.0,70.0,82.0,69.0,385.0
3852,A. Barboza,LCB,47.0,55.0,51.0,75.0,88.0,316.0
3853,J. Brekalo,RES,84.0,69.0,87.0,65.0,38.0,343.0
3854,B. Bahn,CAM,79.0,79.0,81.0,90.0,51.0,380.0
3855,21 G. Garza,SUB,62.0,62.0,69.0,64.0,78.0,335.0
3856,R. Yılmaz,LB,88.0,83.0,90.0,67.0,66.0,394.0
3857,D. Godín,CB,59.0,55.0,57.0,67.0,81.0,319.0
3858,M. Leovac,RES,78.0,83.0,72.0,75.0,80.0,388.0
3859,D. Banguero,LB,79.0,77.0,68.0,86.0,70.0,380.0
3860,B. Başaçıkoğlu,RM,84.0,83.0,90.0,62.0,74.0,393.0
3861,I. Akhmetov,LM,74.0,75.0,80.0,64.0,53.0,346.0
3862,21 L. Seijas,SUB,63.0,59.0,75.0,55.0,43.0,295.0
3863,K. Rosenberry,RCB,71.0,68.0,77.0,88.0,67.0,371.0
3864,M. Le Bihan,RS,61.0,50.0,69.0,61.0,67.0,308.0
3865,Rogério,LB,78.0,73.0,70.0,62.0,66.0,349.0
3866,Ji Dong Won,ST,65.0,64.0,70.0,69.0,69.0,337.0
3867,S. Zoller,RES,75.0,69.0,75.0,76.0,57.0,352.0
3868,Cristian Herrera,SUB,69.0,75.0,61.0,81.0,60.0,346.0
3869,H. Bjørdal,RCM,68.0,72.0,67.0,85.0,58.0,350.0
3870,E. Insúa,LB,71.0,75.0,67.0,79.0,81.0,373.0
3871,Patrick William,SUB,53.0,60.0,49.0,73.0,71.0,306.0
3872,L. Desábato,SUB,64.0,68.0,70.0,76.0,73.0,351.0
3873,Samu Sáiz,LM,78.0,76.0,84.0,73.0,56.0,367.0
3874,T. Aoyama,LCM,46.0,39.0,68.0,67.0,61.0,281.0
3875,J. Rodríguez,RDM,55.0,63.0,57.0,76.0,67.0,318.0
3876,M. Castro,RM,75.0,67.0,73.0,68.0,54.0,337.0
3877,S. Bakari,LW,85.0,83.0,75.0,68.0,71.0,382.0
3878,L. Palmer,LB,73.0,77.0,76.0,73.0,70.0,369.0
