,Name,Acceleration,SprintSpeed,Agility,Stamina,Aggression,Total,Acceleration Proportion,SprintSpeed Proportion,Agility Proportion,Stamina Proportion,Aggression Proportion
1257,Júnior Moraes,74.0,76.0,68.0,71.0,46.0,335.0,0.2208955223880597,0.22686567164179106,0.20298507462686566,0.21194029850746268,0.1373134328358209
1258,V. Berisha,83.0,79.0,84.0,86.0,81.0,413.0,0.2009685230024213,0.19128329297820823,0.2033898305084746,0.20823244552058112,0.19612590799031476
1259,R. Freuler,69.0,69.0,71.0,78.0,60.0,347.0,0.1988472622478386,0.1988472622478386,0.20461095100864554,0.22478386167146974,0.1729106628242075
1260,Ganso,36.0,34.0,68.0,56.0,56.0,250.0,0.144,0.136,0.272,0.224,0.224
1261,Vicente Gómez,35.0,35.0,62.0,70.0,65.0,267.0,0.13108614232209737,0.13108614232209737,0.23220973782771537,0.26217228464419473,0.24344569288389514
1262,M. Pašalić,60.0,66.0,69.0,78.0,76.0,349.0,0.17191977077363896,0.18911174785100288,0.1977077363896848,0.22349570200573066,0.2177650429799427
1263,Vitor Hugo,66.0,69.0,43.0,60.0,80.0,318.0,0.20754716981132076,0.2169811320754717,0.13522012578616352,0.18867924528301888,0.25157232704402516
1264,B. Fornaroli,78.0,74.0,78.0,76.0,65.0,371.0,0.21024258760107817,0.19946091644204852,0.21024258760107817,0.20485175202156333,0.1752021563342318
1265,R. Snodgrass,61.0,65.0,72.0,73.0,82.0,353.0,0.17280453257790368,0.18413597733711048,0.20396600566572237,0.20679886685552407,0.23229461756373937
1266,Francisco Geraldes,78.0,75.0,86.0,73.0,57.0,369.0,0.21138211382113822,0.2032520325203252,0.23306233062330622,0.1978319783197832,0.15447154471544716
1267,I. Ordets,61.0,69.0,48.0,79.0,70.0,327.0,0.18654434250764526,0.21100917431192662,0.14678899082568808,0.2415902140672783,0.21406727828746178
1268,D. Santon,67.0,74.0,66.0,74.0,72.0,353.0,0.18980169971671387,0.2096317280453258,0.18696883852691218,0.2096317280453258,0.20396600566572237
1269,M. Niang,85.0,91.0,82.0,64.0,50.0,372.0,0.22849462365591397,0.2446236559139785,0.22043010752688172,0.17204301075268819,0.13440860215053763
1270,O. Wendt,75.0,76.0,72.0,73.0,69.0,365.0,0.2054794520547945,0.20821917808219179,0.19726027397260273,0.2,0.18904109589041096
1271,C. Riveros,60.0,53.0,79.0,75.0,72.0,339.0,0.17699115044247787,0.15634218289085547,0.23303834808259588,0.22123893805309736,0.21238938053097345
1272,F. Benković,61.0,66.0,50.0,73.0,82.0,332.0,0.18373493975903615,0.19879518072289157,0.15060240963855423,0.21987951807228914,0.2469879518072289
1273,M. Torres,55.0,53.0,85.0,66.0,62.0,321.0,0.17133956386292834,0.16510903426791276,0.26479750778816197,0.205607476635514,0.19314641744548286
1274,M. Noble,42.0,45.0,62.0,78.0,85.0,312.0,0.1346153846153846,0.14423076923076922,0.1987179487179487,0.25,0.2724358974358974
1275,M. Rashica,93.0,86.0,90.0,75.0,67.0,411.0,0.22627737226277372,0.20924574209245742,0.21897810218978103,0.18248175182481752,0.1630170316301703
1276,C. Benteke,59.0,68.0,66.0,66.0,56.0,315.0,0.1873015873015873,0.21587301587301588,0.20952380952380953,0.20952380952380953,0.17777777777777778
1277,Rômulo,74.0,74.0,77.0,88.0,70.0,383.0,0.19321148825065274,0.19321148825065274,0.2010443864229765,0.2297650130548303,0.18276762402088773
1278,D. Pabón,86.0,84.0,81.0,87.0,74.0,412.0,0.2087378640776699,0.20388349514563106,0.1966019417475728,0.2111650485436893,0.1796116504854369
1279,Embarba,76.0,79.0,79.0,77.0,56.0,367.0,0.20708446866485014,0.21525885558583105,0.21525885558583105,0.2098092643051771,0.15258855585831063
1280,C. Kerbrat,59.0,66.0,60.0,73.0,75.0,333.0,0.17717717717717718,0.1981981981981982,0.18018018018018017,0.21921921921921922,0.22522522522522523
1281,L. Teodorczyk,66.0,74.0,61.0,82.0,77.0,360.0,0.18333333333333332,0.20555555555555555,0.16944444444444445,0.22777777777777777,0.21388888888888888
1282,Alexo Baia,74.0,77.0,81.0,80.0,81.0,393.0,0.18829516539440203,0.19592875318066158,0.20610687022900764,0.2035623409669211,0.20610687022900764
1283,David Seijalbo,58.0,70.0,77.0,88.0,83.0,376.0,0.15425531914893617,0.18617021276595744,0.2047872340425532,0.23404255319148937,0.22074468085106383
1284,N. Nández,78.0,78.0,81.0,91.0,83.0,411.0,0.1897810218978102,0.1897810218978102,0.19708029197080293,0.22141119221411193,0.20194647201946472
1285,L. Rupp,70.0,67.0,77.0,79.0,63.0,356.0,0.19662921348314608,0.18820224719101122,0.21629213483146068,0.22191011235955055,0.17696629213483145
1286,Jordi Amat,61.0,69.0,59.0,66.0,82.0,337.0,0.18100890207715134,0.20474777448071216,0.17507418397626112,0.19584569732937684,0.2433234421364985
1287,W. Caballero,43.0,46.0,39.0,37.0,30.0,195.0,0.2205128205128205,0.2358974358974359,0.2,0.18974358974358974,0.15384615384615385
1288,F. Di Francesco,82.0,83.0,79.0,76.0,42.0,362.0,0.2265193370165746,0.2292817679558011,0.21823204419889503,0.20994475138121546,0.11602209944751381
1289,O. El Kaddouri,73.0,75.0,72.0,70.0,56.0,346.0,0.21098265895953758,0.21676300578034682,0.20809248554913296,0.2023121387283237,0.16184971098265896
1290,T. Rogić,74.0,66.0,74.0,55.0,48.0,317.0,0.2334384858044164,0.2082018927444795,0.2334384858044164,0.17350157728706625,0.15141955835962145
1291,G. Töre,82.0,84.0,82.0,66.0,78.0,392.0,0.20918367346938777,0.21428571428571427,0.20918367346938777,0.1683673469387755,0.1989795918367347
1292,M. Destro,73.0,73.0,73.0,58.0,60.0,337.0,0.2166172106824926,0.2166172106824926,0.2166172106824926,0.17210682492581603,0.17804154302670624
1293,Josué,66.0,70.0,77.0,71.0,80.0,364.0,0.1813186813186813,0.19230769230769232,0.21153846153846154,0.19505494505494506,0.21978021978021978
1294,A. Bizzarri,55.0,45.0,53.0,31.0,40.0,224.0,0.24553571428571427,0.20089285714285715,0.23660714285714285,0.13839285714285715,0.17857142857142858
1295,Ki Sung Yueng,60.0,61.0,67.0,69.0,68.0,325.0,0.18461538461538463,0.18769230769230769,0.20615384615384616,0.2123076923076923,0.20923076923076922
1296,H. Onyekuru,90.0,90.0,91.0,70.0,53.0,394.0,0.22842639593908629,0.22842639593908629,0.23096446700507614,0.17766497461928935,0.13451776649746192
1297,N. Pépé,90.0,87.0,90.0,76.0,43.0,386.0,0.23316062176165803,0.22538860103626943,0.23316062176165803,0.19689119170984457,0.11139896373056994
1298,Matheus Pereira,79.0,79.0,83.0,74.0,61.0,376.0,0.21010638297872342,0.21010638297872342,0.22074468085106383,0.19680851063829788,0.1622340425531915
1299,Y. Salibur,90.0,85.0,82.0,69.0,46.0,372.0,0.24193548387096775,0.22849462365591397,0.22043010752688172,0.18548387096774194,0.12365591397849462
1300,E. Vargas,84.0,76.0,86.0,76.0,60.0,382.0,0.2198952879581152,0.19895287958115182,0.225130890052356,0.19895287958115182,0.15706806282722513
1301,L. Magallán,60.0,63.0,65.0,78.0,70.0,336.0,0.17857142857142858,0.1875,0.19345238095238096,0.23214285714285715,0.20833333333333334
1302,Danny,64.0,63.0,76.0,60.0,73.0,336.0,0.19047619047619047,0.1875,0.2261904761904762,0.17857142857142858,0.21726190476190477
1303,C. Hérelle,62.0,66.0,62.0,75.0,71.0,336.0,0.18452380952380953,0.19642857142857142,0.18452380952380953,0.22321428571428573,0.2113095238095238
1304,E. Mangala,59.0,67.0,62.0,64.0,89.0,341.0,0.17302052785923755,0.19648093841642228,0.18181818181818182,0.187683284457478,0.26099706744868034
1305,O. Selnæs,67.0,66.0,70.0,80.0,71.0,354.0,0.18926553672316385,0.1864406779661017,0.1977401129943503,0.22598870056497175,0.20056497175141244
1306,Víctor Vázquez,53.0,50.0,60.0,69.0,55.0,287.0,0.18466898954703834,0.17421602787456447,0.20905923344947736,0.24041811846689895,0.1916376306620209
1307,Diego Mariño,47.0,53.0,68.0,34.0,24.0,226.0,0.2079646017699115,0.2345132743362832,0.3008849557522124,0.1504424778761062,0.10619469026548672
1308,Carles Planas,69.0,75.0,71.0,74.0,73.0,362.0,0.19060773480662985,0.20718232044198895,0.19613259668508287,0.20441988950276244,0.20165745856353592
1309,G. Fernández,77.0,73.0,75.0,80.0,61.0,366.0,0.2103825136612022,0.1994535519125683,0.20491803278688525,0.2185792349726776,0.16666666666666666
1310,Soldado,56.0,60.0,65.0,55.0,73.0,309.0,0.18122977346278318,0.1941747572815534,0.21035598705501618,0.1779935275080906,0.23624595469255663
1311,A. Ekdal,54.0,52.0,61.0,75.0,83.0,325.0,0.16615384615384615,0.16,0.18769230769230769,0.23076923076923078,0.2553846153846154
1312,Gedson Fernandes,81.0,78.0,79.0,88.0,77.0,403.0,0.20099255583126552,0.1935483870967742,0.19602977667493796,0.21836228287841192,0.19106699751861042
1313,M. Darmian,73.0,73.0,77.0,75.0,74.0,372.0,0.19623655913978494,0.19623655913978494,0.20698924731182797,0.20161290322580644,0.1989247311827957
1314,N. Chalobah,62.0,69.0,71.0,69.0,74.0,345.0,0.17971014492753623,0.2,0.20579710144927535,0.2,0.2144927536231884
1315,R. Pizarro,81.0,82.0,82.0,89.0,50.0,384.0,0.2109375,0.21354166666666666,0.21354166666666666,0.23177083333333334,0.13020833333333334
1316,André Simões,77.0,82.0,75.0,87.0,61.0,382.0,0.20157068062827224,0.21465968586387435,0.19633507853403143,0.22774869109947643,0.15968586387434555
1317,S. Tshabalala,78.0,77.0,80.0,85.0,49.0,369.0,0.21138211382113822,0.2086720867208672,0.21680216802168023,0.23035230352303523,0.13279132791327913
1318,L. Rossettini,59.0,55.0,58.0,59.0,76.0,307.0,0.19218241042345277,0.1791530944625407,0.18892508143322476,0.19218241042345277,0.247557003257329
1319,F. Viviani,71.0,69.0,76.0,75.0,60.0,351.0,0.2022792022792023,0.19658119658119658,0.21652421652421652,0.21367521367521367,0.17094017094017094
1320,M. de Roon,68.0,68.0,62.0,90.0,79.0,367.0,0.18528610354223432,0.18528610354223432,0.16893732970027248,0.2452316076294278,0.21525885558583105
1321,Rubén Duarte,71.0,72.0,66.0,74.0,70.0,353.0,0.20113314447592068,0.20396600566572237,0.18696883852691218,0.2096317280453258,0.19830028328611898
1322,Y. Ōsako,77.0,76.0,78.0,71.0,65.0,367.0,0.2098092643051771,0.20708446866485014,0.2125340599455041,0.19346049046321526,0.1771117166212534
1323,Gil,55.0,49.0,40.0,82.0,81.0,307.0,0.1791530944625407,0.15960912052117263,0.13029315960912052,0.2671009771986971,0.26384364820846906
1324,A. Ruiz,61.0,58.0,74.0,70.0,59.0,322.0,0.18944099378881987,0.18012422360248448,0.22981366459627328,0.21739130434782608,0.18322981366459629
1325,P. van Aanholt,88.0,89.0,78.0,83.0,75.0,413.0,0.21307506053268765,0.21549636803874092,0.18886198547215496,0.2009685230024213,0.18159806295399517
1326,S. Meïté,67.0,67.0,67.0,81.0,77.0,359.0,0.18662952646239556,0.18662952646239556,0.18662952646239556,0.22562674094707522,0.21448467966573817
1327,K. Dolberg,72.0,77.0,75.0,70.0,38.0,332.0,0.21686746987951808,0.2319277108433735,0.22590361445783133,0.21084337349397592,0.1144578313253012
1328,Juli Freitinho,41.0,51.0,32.0,57.0,82.0,263.0,0.155893536121673,0.19391634980988592,0.12167300380228137,0.21673003802281368,0.311787072243346
1329,L. Vietto,79.0,76.0,76.0,66.0,63.0,360.0,0.21944444444444444,0.2111111111111111,0.2111111111111111,0.18333333333333332,0.175
1330,A. Izzo,68.0,68.0,65.0,63.0,78.0,342.0,0.19883040935672514,0.19883040935672514,0.19005847953216373,0.18421052631578946,0.22807017543859648
1331,A. Paloschi,77.0,69.0,78.0,69.0,83.0,376.0,0.2047872340425532,0.18351063829787234,0.2074468085106383,0.18351063829787234,0.22074468085106383
1332,G. Gönül,76.0,78.0,78.0,77.0,74.0,383.0,0.19843342036553524,0.20365535248041775,0.20365535248041775,0.2010443864229765,0.19321148825065274
1333,Llorente,29.0,32.0,33.0,44.0,71.0,209.0,0.13875598086124402,0.15311004784688995,0.15789473684210525,0.21052631578947367,0.3397129186602871
1334,J. Morel,69.0,70.0,65.0,79.0,82.0,365.0,0.18904109589041096,0.1917808219178082,0.1780821917808219,0.21643835616438356,0.22465753424657534
1335,G. Kakuta,83.0,75.0,86.0,66.0,42.0,352.0,0.23579545454545456,0.21306818181818182,0.24431818181818182,0.1875,0.11931818181818182
1336,João Pedro,75.0,76.0,73.0,75.0,76.0,375.0,0.2,0.20266666666666666,0.19466666666666665,0.2,0.20266666666666666
1337,S. García,34.0,70.0,54.0,78.0,88.0,324.0,0.10493827160493827,0.21604938271604937,0.16666666666666666,0.24074074074074073,0.2716049382716049
1338,Eltildo Correia,52.0,63.0,38.0,68.0,80.0,301.0,0.17275747508305647,0.20930232558139536,0.12624584717607973,0.22591362126245848,0.26578073089701
1339,Kenedy,79.0,80.0,83.0,72.0,42.0,356.0,0.22191011235955055,0.2247191011235955,0.23314606741573032,0.20224719101123595,0.11797752808988764
1340,M. Moralez,84.0,68.0,83.0,73.0,65.0,373.0,0.225201072386059,0.18230563002680966,0.2225201072386059,0.19571045576407506,0.1742627345844504
1341,N. Vukčević,64.0,56.0,61.0,76.0,85.0,342.0,0.1871345029239766,0.16374269005847952,0.1783625730994152,0.2222222222222222,0.24853801169590642
1342,F. Borini,77.0,75.0,78.0,77.0,72.0,379.0,0.20316622691292877,0.19788918205804748,0.20580474934036938,0.20316622691292877,0.18997361477572558
1343,I. Sarr,94.0,93.0,79.0,72.0,53.0,391.0,0.24040920716112532,0.23785166240409208,0.2020460358056266,0.18414322250639387,0.13554987212276215
1344,C. Clark,52.0,59.0,54.0,63.0,82.0,310.0,0.16774193548387098,0.19032258064516128,0.17419354838709677,0.2032258064516129,0.2645161290322581
1345,Mata,72.0,76.0,66.0,76.0,73.0,363.0,0.19834710743801653,0.209366391184573,0.18181818181818182,0.209366391184573,0.20110192837465565
1346,M. Albrighton,77.0,73.0,75.0,83.0,73.0,381.0,0.2020997375328084,0.19160104986876642,0.1968503937007874,0.2178477690288714,0.19160104986876642
1347,A. Gray,87.0,87.0,75.0,72.0,70.0,391.0,0.22250639386189258,0.22250639386189258,0.1918158567774936,0.18414322250639387,0.17902813299232737
1348,F. Guarín,68.0,63.0,65.0,79.0,77.0,352.0,0.19318181818181818,0.17897727272727273,0.1846590909090909,0.22443181818181818,0.21875
1349,Yoel,35.0,43.0,40.0,34.0,35.0,187.0,0.18716577540106952,0.22994652406417113,0.21390374331550802,0.18181818181818182,0.18716577540106952
1350,J. Cuadrado,42.0,50.0,62.0,33.0,24.0,211.0,0.1990521327014218,0.23696682464454977,0.2938388625592417,0.15639810426540285,0.11374407582938388
1351,S. Widmer,77.0,82.0,76.0,87.0,66.0,388.0,0.19845360824742267,0.211340206185567,0.1958762886597938,0.22422680412371135,0.17010309278350516
1352,B. Dzsudzsák,76.0,74.0,84.0,71.0,53.0,358.0,0.2122905027932961,0.20670391061452514,0.2346368715083799,0.19832402234636873,0.14804469273743018
1353,P. Mantalos,74.0,72.0,78.0,70.0,63.0,357.0,0.20728291316526612,0.20168067226890757,0.2184873949579832,0.19607843137254902,0.17647058823529413
1354,S. Proto,48.0,46.0,58.0,27.0,28.0,207.0,0.2318840579710145,0.2222222222222222,0.28019323671497587,0.13043478260869565,0.13526570048309178
1355,A. Mehmedi,74.0,72.0,77.0,71.0,68.0,362.0,0.20441988950276244,0.19889502762430938,0.212707182320442,0.19613259668508287,0.1878453038674033
1356,Pablo,54.0,65.0,69.0,68.0,81.0,337.0,0.16023738872403562,0.19287833827893175,0.20474777448071216,0.20178041543026706,0.2403560830860534
1357,I. Slimani,53.0,58.0,58.0,72.0,86.0,327.0,0.1620795107033639,0.17737003058103976,0.17737003058103976,0.22018348623853212,0.26299694189602446
1358,C. Erkin,78.0,79.0,77.0,85.0,88.0,407.0,0.19164619164619165,0.1941031941031941,0.1891891891891892,0.20884520884520885,0.21621621621621623
1359,D. Chygrynskyi,48.0,52.0,40.0,66.0,76.0,282.0,0.1702127659574468,0.18439716312056736,0.14184397163120568,0.23404255319148937,0.2695035460992908
1360,Beto,47.0,34.0,69.0,40.0,29.0,219.0,0.2146118721461187,0.1552511415525114,0.3150684931506849,0.182648401826484,0.1324200913242009
1361,A. Samaris,59.0,58.0,56.0,54.0,92.0,319.0,0.18495297805642633,0.18181818181818182,0.1755485893416928,0.16927899686520376,0.2884012539184953
1362,G. Lapadula,79.0,78.0,85.0,69.0,78.0,389.0,0.20308483290488433,0.20051413881748073,0.2185089974293059,0.17737789203084833,0.20051413881748073
1363,Dênildo Stein,73.0,78.0,62.0,61.0,57.0,331.0,0.22054380664652568,0.23564954682779457,0.18731117824773413,0.18429003021148035,0.17220543806646527
1364,S. Padt,41.0,35.0,31.0,30.0,26.0,163.0,0.25153374233128833,0.2147239263803681,0.1901840490797546,0.18404907975460122,0.15950920245398773
1365,S. Taïder,73.0,76.0,74.0,84.0,81.0,388.0,0.18814432989690721,0.1958762886597938,0.19072164948453607,0.21649484536082475,0.20876288659793815
1366,F. Klaus,85.0,79.0,76.0,89.0,63.0,392.0,0.21683673469387754,0.20153061224489796,0.19387755102040816,0.22704081632653061,0.16071428571428573
1367,H. Nordtveit,48.0,62.0,61.0,73.0,77.0,321.0,0.14953271028037382,0.19314641744548286,0.19003115264797507,0.22741433021806853,0.2398753894080997
1368,L. Zuffi,67.0,66.0,73.0,78.0,63.0,347.0,0.1930835734870317,0.19020172910662825,0.21037463976945245,0.22478386167146974,0.18155619596541786
1369,Emilio Piodão,77.0,72.0,74.0,81.0,81.0,385.0,0.2,0.18701298701298702,0.19220779220779222,0.21038961038961038,0.21038961038961038
1370,S. Zuber,78.0,79.0,74.0,79.0,72.0,382.0,0.20418848167539266,0.20680628272251309,0.193717277486911,0.20680628272251309,0.18848167539267016
1371,J. Palomino,63.0,49.0,46.0,69.0,78.0,305.0,0.20655737704918034,0.16065573770491803,0.15081967213114755,0.2262295081967213,0.25573770491803277
1372,Y. Mutō,78.0,77.0,74.0,75.0,50.0,354.0,0.22033898305084745,0.2175141242937853,0.20903954802259886,0.211864406779661,0.14124293785310735
1373,J. Altidore,68.0,73.0,63.0,69.0,80.0,353.0,0.19263456090651557,0.20679886685552407,0.17847025495750707,0.1954674220963173,0.22662889518413598
1374,M. Barbosa,42.0,43.0,48.0,41.0,37.0,211.0,0.1990521327014218,0.2037914691943128,0.22748815165876776,0.1943127962085308,0.17535545023696683
1375,G. Laborde,69.0,69.0,73.0,80.0,72.0,363.0,0.19008264462809918,0.19008264462809918,0.20110192837465565,0.22038567493112948,0.19834710743801653
1376,P. Baysse,55.0,66.0,61.0,76.0,75.0,333.0,0.16516516516516516,0.1981981981981982,0.1831831831831832,0.22822822822822822,0.22522522522522523
1377,Eric Botteghin,35.0,33.0,33.0,64.0,76.0,241.0,0.14522821576763487,0.13692946058091288,0.13692946058091288,0.26556016597510373,0.3153526970954357
1378,Iván Alejo,73.0,86.0,74.0,63.0,45.0,341.0,0.21407624633431085,0.25219941348973607,0.21700879765395895,0.18475073313782991,0.13196480938416422
1379,S. Blanco,76.0,78.0,87.0,85.0,79.0,405.0,0.18765432098765433,0.1925925925925926,0.21481481481481482,0.20987654320987653,0.19506172839506172
1380,Thiago Mendes,74.0,82.0,78.0,84.0,77.0,395.0,0.18734177215189873,0.20759493670886076,0.19746835443037974,0.21265822784810126,0.1949367088607595
1381,D. Brosinski,84.0,79.0,75.0,83.0,72.0,393.0,0.21374045801526717,0.2010178117048346,0.19083969465648856,0.21119592875318066,0.183206106870229
1382,T. Monconduit,62.0,69.0,65.0,85.0,75.0,356.0,0.17415730337078653,0.19382022471910113,0.18258426966292135,0.23876404494382023,0.21067415730337077
1383,Andrés Fernández,58.0,55.0,57.0,43.0,40.0,253.0,0.22924901185770752,0.21739130434782608,0.22529644268774704,0.16996047430830039,0.15810276679841898
1384,Eraso,59.0,59.0,44.0,85.0,82.0,329.0,0.17933130699088146,0.17933130699088146,0.1337386018237082,0.25835866261398177,0.24924012158054712
1385,S. Hanni,76.0,74.0,77.0,79.0,53.0,359.0,0.2116991643454039,0.20612813370473537,0.21448467966573817,0.2200557103064067,0.14763231197771587
1386,M. Konaté,84.0,88.0,79.0,71.0,37.0,359.0,0.233983286908078,0.24512534818941503,0.2200557103064067,0.1977715877437326,0.10306406685236769
1387,C. Théréau,68.0,68.0,69.0,66.0,60.0,331.0,0.2054380664652568,0.2054380664652568,0.2084592145015106,0.19939577039274925,0.18126888217522658
1388,A. Donatti,49.0,54.0,52.0,69.0,76.0,300.0,0.16333333333333333,0.18,0.17333333333333334,0.23,0.25333333333333335
1389,T. Jedvaj,71.0,68.0,67.0,69.0,83.0,358.0,0.19832402234636873,0.18994413407821228,0.1871508379888268,0.19273743016759776,0.23184357541899442
1390,Pedro Henrique,48.0,47.0,42.0,76.0,81.0,294.0,0.16326530612244897,0.1598639455782313,0.14285714285714285,0.2585034013605442,0.2755102040816326
1391,J. Briand,66.0,71.0,77.0,69.0,69.0,352.0,0.1875,0.20170454545454544,0.21875,0.19602272727272727,0.19602272727272727
1392,F. Lustenberger,63.0,53.0,65.0,68.0,76.0,325.0,0.19384615384615383,0.16307692307692306,0.2,0.20923076923076922,0.23384615384615384
1393,J. Ayew,76.0,77.0,78.0,79.0,75.0,385.0,0.1974025974025974,0.2,0.2025974025974026,0.2051948051948052,0.19480519480519481
1394,S. Sanogo,79.0,65.0,70.0,84.0,84.0,382.0,0.20680628272251309,0.17015706806282724,0.18324607329842932,0.2198952879581152,0.2198952879581152
